NAME	CLL	Tcells	Bcells	NKcells	Monocytes.Macrophages
CARHSP1	1	1	1	1	89.417990256703
CBFB	1	1	1	1	66.5256358140306
CCDC115	1	1	1	1	59.9024395399585
CCDC167	1	134.590076805134	1	1	1
CCDC191	202.066351605208	1	245.520683176992	1	1
CCDC25	1	1	1	1	77.3183834208632
CCDC53	1	1	1	1	111.693360562625
CCDC59	1	89.4186824967057	177.21033952731	104.326534019452	1
CCDC69	1	1	80.0064403414441	48.1933097485855	84.9997679776349
CCDC88A	164.098998840295	1	147.153364264571	1	1
CCDC88C	1	81.6895613335493	1	1	1
CCDC90B	83.7747416863135	1	1	1	1
CCL3	1	1	1	180.609771211817	242.544944664336
CCL4	1	310.657819098	1	1	993.831974080073
CCL4L2	1	1	1	1	98.174311771199
CCL5	1	3084.2327921518	1	1	3397.16004333513
CCM2	102.633316809146	1	96.2671005934282	1	1
CCNY	1	1	1	102.76103340812	1
CCR1	1	1	1	73.6902743786879	1
CCR7	162.086026343027	1	118.339638307559	1	1
CCT3	120.919277341604	71.4910106234986	102.354704616284	1	1
CCT7	1	84.0869174049947	80.9618779777364	1	1
CD14	1	1	1	505.459425294847	1
CD160	1	101.247193429454	1	1	158.754032545118
CD19	153.118435541452	1	132.35330355536	1	1
CD1D	1	1	1	130.050699189529	1
CD2	1	494.277149205128	1	1	236.654996116454
CD24	566.55385186289	1	470.171347389885	1	1
CD247	1	143.112510678146	1	1	458.835467885102
CD27	274.64088435837	136.142213322299	289.217422441358	1	1
CD300A	1	1	1	90.2411477687669	125.576726894778
CD302	1	1	1	135.753058690385	1
CD320	1	1	1	1	97.5480831762532
CD33	1	1	1	82.9359992620472	1
CD36	1	1	1	250.984204912477	1
CD3D	1	1156.86896216383	1	1	1
CD3E	1	528.165244084251	1	1	214.48366993478
CD3G	1	358.800701778677	1	1	1
CD4	1	1	1	144.772334814583	1
CD40	1	1	84.9038855865189	1	1
CD55	1	1	84.1620273784897	105.03134331907	1
CD68	1	1	1	235.062335443524	1
CD69	122.031522132283	184.866707940451	1009.70626657048	1	127.52074482734
CD7	1	162.58393605508	1	1	485.933907543373
CD72	146.390313870709	1	74.6286128279433	1	1
CD79A	916.93016733767	1	993.994069819114	1	61.3145850727021
CD79B	1073.93701345299	1	1053.5580215155	60.9639685799799	159.342985581685
CD83	1	1	177.810948454529	1	1
CD8A	1	262.855747113392	1	1	1
CD8B	1	586.364150309573	1	1	1
CD9	1	1	136.882175873102	1	1
CD93	1	1	1	106.004453605351	1
CDA	1	1	1	148.364915108404	1
CDC123	79.9330591772319	1	69.3728979012096	1	1
CDC26	1	85.1572473076568	1	76.1241047083342	1
CDC42EP3	1	1	1	126.305788673062	1
CDK2AP2	1	104.54009285028	1	93.2316473700659	236.393414838904
CEBPD	1	1	1	305.787502803764	139.398929323194
CECR1	1	1	1	229.41981165862	1
CFD	1	1	1	395.588309725842	1
CFDP1	1	1	89.9751216831836	1	1
CFP	1	1	1	269.182724801076	1
CH17-189H20.1	1	98.811258672399	1	1	131.498831751172
CHCHD1	85.0357275960441	1	1	1	1
CHCHD5	1	1	1	107.142704088339	1
CHD2	1	1	78.4650372665875	1	47.2091573312776
CHMP1B	1	1	143.869210800914	75.3966946313128	1
CHMP3	1	1	1	89.5264110990511	1
CHP1	1	1	1	140.552744016222	1
CHPT1	146.410238407612	1	186.809578616303	74.8181564026144	1
CHRAC1	1	1	101.028687534762	1	1
CHST12	1	98.5135460942673	1	1	230.122443136214
CISD1	1	1	1	1	86.2167382271441
CISD3	1	88.9139701819553	1	87.7032490381339	114.453940419789
CITED2	1	76.5682065308272	1	72.8298843472707	1
CLEC12A	1	1	1	318.026392273528	1
CLEC2B	1	307.443976591297	1	146.215064955987	390.278420194877
CLEC4A	1	1	1	154.777265961244	1
CLEC7A	1	1	1	404.828597728206	1
CLECL1	1	1	89.710653887426	1	1
CLIC3	1	90.5113414655748	1	1	547.005954271488
CLNK	120.775174106527	1	126.720684210788	1	1
CLPP	1	79.1370854976586	1	1	1
CMC1	1	321.594114775636	1	1	963.208350227977
CMIP	1	1	1	94.7768811183476	1
CMTM3	1	1	1	97.451354755819	1
CMTM6	1	1	1	250.629348095038	1
CMTM7	1	1	1	88.6063821619927	1
CNIH4	1	1	1	135.703299108436	1
CNOT1	1	1	192.438472674771	67.6612027758177	100.237300859787
COA3	77.6880154355424	1	1	70.1027555878671	1
COCH	1	1	89.0712900713275	1	1
COIL	1	1	74.4506556504118	1	1
COL9A3	88.0256180798708	1	78.4845188316752	1	1
COMMD1	1	80.2129718711192	1	1	69.5758861722682
COMMD2	1	1	90.4718513074835	1	1
COMMD3	83.4667336183963	1	1	60.7670895866525	1
COMMD7	1	73.1036529330181	1	1	100.905405505345
COMMD8	1	1	1	40.6052085504808	112.81353995692
COPS8	1	1	1	1	85.8570236171878
CPNE1	1	1	1	1	117.112356026042
CPPED1	1	1	1	136.242092480087	1
CPVL	1	1	1	298.872599660248	1
CRBN	1	84.867636139527	1	46.9469950496179	98.9960334422913
CREBRF	1	1	1	93.2935371483786	107.099731142331
CREG1	1	1	1	75.6205157812932	1
CREM	1	1	1	1	122.327278977046
CRTAP	1	1	1	76.612175746188	1
CSF1R	1	1	1	88.2020254680692	1
CSF3R	1	1	1	118.30988416841	1
CSNK1A1	1	63.7304210361957	1	93.699266203414	1
CSNK1E	1	1	80.7537138770516	1	1
CST3	1	1	1	2859.72487832665	1
CST7	1	821.311920444468	1	1	1896.40961415248
CSTA	1	1	1	1295.79147667647	1
CTBP1	1	1	1	1	86.8682445203325
CTBP2	1	1	1	55.9432446045123	98.1447082091865
CTLA4	1	1	81.0143002400682	1	1
CTNNB1	1	1	81.6264355636265	132.500237045614	1
CTSA	1	1	1	92.3885595364258	1
CTSB	1	1	1	221.382882297536	1
CTSC	1	180.034912324118	1	157.458695299614	294.062820467842
CTSD	1	1	1	327.287353879152	128.296858291847
CTSH	252.934773897468	1	381.876450565071	155.961756550945	1
CTSW	1	542.218334548209	1	1	1146.37784533059
CUX1	1	1	1	91.9629037908944	1
CWF19L2	1	1	80.8535031769298	1	1
CX3CR1	1	1	1	69.6247233229886	226.255587736719
CXCL8	1	1	1	120.817305946598	1
CXCR4	507.577173864641	454.085804714854	3166.60452359433	72.4493634476804	392.97578401756
CXXC5	242.092015359906	1	211.666192590069	1	124.386123804839
CYB561A3	213.855373603295	1	229.917501737719	1	1
CYB5B	1	1	1	1	61.447066833289
CYB5R3	1	1	82.8000788125504	1	1
CYB5R4	1	1	1	72.9311586874572	1
CYBB	1	1	1	436.175620414099	1
DAPP1	1	1	1	69.5397908446007	1
DCTN2	1	1	1	1	93.0262548657401
DDIT3	1	1	126.005478136168	1	1
DDIT4	1	83.8426456247152	1	1	200.494599413356
DDX21	1	1	134.087319149873	145.995102976355	1
DDX27	1	1	90.8111503281592	1	1
DDX39A	88.9798383084755	1	86.9343130876642	1	1
DDX3X	1	1	1	120.517945449306	103.36124242631
DENND2D	1	74.3681664525283	1	1	101.160711885697
DENR	1	1	86.4045659116461	1	1
DHRS4L2	1	1	1	83.0413919341863	1
DHRS7	1	125.636416966093	1	73.1760449958623	303.873447049175
DMXL2	1	1	1	81.2723096077912	1
DNAJB1	1	92.8191513377733	1	1	1
DNPH1	77.3350818366482	1	93.4438562465201	1	1
DOCK2	1	1	1	106.811332430849	1
DOK2	1	157.333782957584	1	86.4117708302366	183.079964134198
DPEP2	1	1	83.1609062587309	1	1
DPYD	1	1	1	91.7372930380778	1
DPYSL2	1	1	1	141.234632163451	1
DSTN	1	197.004414177254	1	50.8630719046136	313.416284103288
DTNBP1	104.777058914562	1	101.338425603419	1	1
DUSP2	1	227.436906744066	1	1	135.509025384029
DUSP23	1	1	1	119.288440136371	1
DUSP6	1	1	1	400.861350200433	1
E2F5	86.0465614449375	1	1	1	1
ECI1	76.9996474625883	1	86.5742202158247	1	1
EFHD2	1	189.189848995808	1	412.746954538056	619.149426392037
EGR1	1	1	1	121.284968628175	1
EHBP1L1	1	1	1	106.314349115482	1
EHMT1	1	1	80.6464208922777	1	1
EIF3A	1	1	1	126.420845008833	1
EIF4A3	81.1552400956719	1	1	1	1
EIF4E2	1	1	1	89.3041893525563	1
EIF4EBP1	1	1	1	111.364182939624	1
EIF4EBP2	1	1	1	115.333455410767	53.8249841853328
EIF4H	1	1	85.3435148775779	82.4585646629468	1
ELOF1	95.4286602705615	1	75.9545199266083	66.6179718283357	1
ELOVL5	1	1	81.9712213055522	78.844936065355	1
EMB	1	93.050358352155	1	1	1
EMC10	86.9387287590245	1	94.7988171188918	1	1
EMC7	1	1	85.3320669537184	1	1
EML4	1	118.141143465007	85.3387259265864	1	1
EPB41L4A-AS1	1	1	76.6691356335954	1	1
EPSTI1	1	1	1	99.2241152389063	1
ERP44	1	1	1	74.8910970172163	102.774032083884
ERV3-1	103.133885275763	1	79.0670972721976	1	1
ETHE1	1	1	1	91.8926678887794	94.9557908858643
ETS1	1	108.683214914746	88.3467819497565	1	201.292231386853
EWSR1	1	77.8113923747101	1	80.9662562754028	1
EXOG	1	1	79.9023299107613	1	1
EXOSC6	1	1	113.255206687669	1	1
EXOSC8	1	1	73.9807082085779	1	59.6978320940423
FABP5	1	87.5908337471954	85.8833883580644	1	1
FAM103A1	1	1	95.8441435096491	1	73.5446325096227
FAM105A	1	1	1	84.3162612060424	1
FAM162A	1	73.3449054373843	1	1	1
FAM177A1	1	1	72.2465873944946	1	1
FAM195B	1	1	105.747938937846	58.370913594575	59.4689667615533
FAM200B	1	1	1	110.857629002893	1
FAM204A	1	1	76.0985838176579	46.1148517014303	88.3364697347025
FAM215B	86.1492037859842	1	77.2215757356807	1	1
FAM26F	89.8327021328541	1	1	387.10608866777	1
FAM32A	1	1	1	1	101.66003094948
FAM45A	1	1	1	162.608159035397	1
FAM49A	1	1	1	99.5941992611342	1
FAM60A	1	1	117.988717878139	1	1
FAM89B	1	77.8780307884146	1	67.5337804523104	1
FBXL5	1	1	1	126.470346830965	1
FBXO7	1	1	1	1	89.5600435990376
FBXW5	1	1	1	1	131.532640968641
FCER1G	1	1	1	2331.12999657058	986.592560472933
FCER2	417.929703986124	1	476.634203840799	1	1
FCGR1A	1	1	1	148.4595103345	1
FCGR1B	1	1	1	100.590978294114	1
FCGR2A	1	1	1	181.644026806098	1
FCGR2B	156.86912385472	1	131.09199234427	1	1
FCGR3A	1	1	1	209.210976390895	650.099015527473
FCGRT	1	1	1	224.201370180697	1
FCN1	1	1	1	1768.21863593942	1
FCRL6	1	85.7694423116977	1	1	204.217663972077
FCRLA	304.807192347019	1	262.770801240004	1	1
FDFT1	83.8796090688725	1	77.2917640403824	1	1
FDPS	1	1	87.9424721020718	1	108.283878248571
FDX1	1	72.5676497037611	83.4520393660551	1	1
FGD2	1	1	1	84.2654812945856	1
FGFBP2	1	311.236850883231	1	1	1266.96830827623
FGL2	1	1	1	1063.54711384324	1
FGR	1	1	1	355.641595753834	151.86847904611
FKBP11	1	102.355408944584	1	1	177.031929632678
FKBP3	144.775265307668	80.4824456192481	116.728131622988	1	1
FLT3LG	1	78.7780170691391	1	1	1
FNIP1	1	1	108.739428375478	1	1
FOS	1	1	1	1570.77379996732	1
FOSB	1	1	1	116.936795204139	1
FOXN3	1	81.4562076221658	1	106.183372426446	1
FPR1	1	1	1	208.215269017055	1
FUNDC2	1	1	76.9243812626643	1	1
FUOM	1	1	1	124.504604966554	1
FXR1	1	1	1	1	74.978740254304
FYN	1	165.041201231876	1	51.9984940427471	194.171550169318
G3BP2	1	83.9026903846953	129.969809734147	64.0230767698161	1
GABPB1	172.366012988776	66.4729019738447	249.756763934015	1	1
GBP1	1	90.981078271393	1	226.757578708736	1
GBP2	1	97.4618988219234	1	203.190187607193	1
GBP4	1	1	1	125.663640783435	1
GBP5	1	1	1	131.92147992561	1
GCA	1	1	1	175.983963463842	1
GEMIN7	1	1	1	1	98.7091342643772
GGA1	123.934406256349	1	128.79867412443	1	1
GGA2	85.3666072835548	1	78.1883292313202	1	1
GGNBP2	1	1	84.8273333571138	47.9511476007734	94.1406406706078
GIMAP1	1	106.185822833557	1	71.9536525751401	133.140964766929
GIMAP2	1	87.4228293006026	1	76.4859580348149	1
GIMAP7	1	493.117429683011	1	107.846157892359	534.951394665404
GK5	1	1	1	1	89.2472108874068
GLO1	121.794022882412	1	176.049870994562	1	1
GLRX3	1	1	72.879517212256	74.1008301796649	1
GLRX5	1	70.883107742855	1	57.4853310426233	1
GLUL	1	1	1	129.337832798752	1
GNAI3	1	1	1	84.4625712489269	1
GNAQ	1	1	1	112.348661979349	1
GNB1	1	1	1	109.849612848196	1
GNG2	1	87.7419305455559	1	1	176.743811897954
GNG7	92.1563627122	1	1	1	1
GNLY	1	1977.66627063501	1	1	10830.6966017047
GNPTAB	1	1	1	1	156.935803342292
GNS	1	1	1	92.4355829860581	1
GOLGA7	1	1	1	1	92.9935424151294
GPBAR1	1	1	1	87.1714107046175	1
GPR65	1	1	1	56.6973788838991	82.7298495464289
GRINA	1	1	1	129.836212117593	1
GSAP	1	1	1	1	88.6759934372559
GTF2B	1	1	79.6997375650196	1	1
GZMA	1	1021.42236092539	1	1	1915.57024722726
GZMB	1	366.98418939381	1	1	2572.54861455859
GZMH	1	937.539749001082	1	1	803.062843351661
GZMK	1	719.896574426247	1	1	1
GZMM	1	353.7016727939	1	1	436.159764807341
H2AFJ	1	1	88.2753174694452	70.6622984105211	1
H2AFY	1	1	1	242.029400707301	61.4986227731233
HACD4	1	1	1	142.673401480635	1
HADHA	1	1	74.1904425277563	82.7804639207298	1
HCK	1	1	1	193.824064348568	1
HDDC2	1	82.9699089532533	1	1	137.247121655125
HECTD1	1	1	72.6824406783028	1	1
HERPUD2	1	1	1	1	117.610636481746
HHEX	81.1703109303541	1	1	71.1555576812547	1
HIBCH	137.108864150266	1	100.843430741486	1	1
HIF1A	1	1	1	97.7982778764875	1
HIST1H1C	1	1	114.813443894138	1	1
HLA-DOB	126.564194877295	1	132.387586472045	1	1
HMHA1	1	1	1	86.3120423505504	63.210826680838
HMOX1	1	1	1	86.4406335643908	1
HMOX2	1	76.9237922283098	1	1	117.231658069916
HNMT	1	1	1	122.692190031524	1
HNRNPL	1	1	1	91.3140439216125	1
HOPX	1	214.862545638948	1	1	879.586895069354
HRK	192.264719113347	1	267.608197748132	1	1
HSPA4	1	1	97.2207875966279	1	1
HSPA9	1	1	1	1	89.0172224218356
HVCN1	228.805575302458	1	135.854464648209	1	1
ICAM2	1	1	1	81.3106784492366	115.084679886821
ID2	1	429.670851164343	1	172.282146769417	1088.3026568195
ID3	442.427512369396	1	386.112230410756	1	1
IDH2	1	152.004456025369	1	59.1268089577249	118.269895148466
IDH3G	1	1	1	65.3850570359917	104.190252125704
IDI1	1	1	92.8204150569217	1	85.6180473700365
IDS	1	73.3557456948476	1	55.7777721949759	1
IER3IP1	1	81.4874825476228	1	1	125.905716180161
IER5	1	1	1	131.706135936905	1
IFI30	1	1	1	361.691242225708	1
IFI6	1	1	1	148.118457995064	121.225689094734
IFITM1	1	201.564896158216	1	1	380.39040663824
IFITM2	138.429569269251	617.079474204961	115.002561479467	707.512607881622	2205.56477786153
IFITM3	1	1	1	943.845399901106	305.310412483166
IFNAR2	1	1	93.7898120833262	65.2966569880263	1
IFT57	311.874463255523	1	273.970385000648	1	1
IGFBP7	1	1	1	1	258.939509616431
IGHA1	376.201175457406	1	225.3840178509	1	1
IGHD	171.07457663649	1	182.231713870997	1	1
IGHG1	369.06508757129	1	317.151465457235	1	1
IGHG2	152.092993918127	1	181.567767571086	1	1
IGHG3	209.049127963958	1	248.731446380715	1	1
IGHM	4739.87333912922	286.732315492625	4331.38118138565	143.313113101905	414.974808896165
IGLC2	5569.83089994624	282.818736925618	6742.8210224748	176.543629947642	636.216616855731
IGLC3	3500.82919859026	144.712714184013	4037.96394018707	1	376.51473588715
IGLL1	261.229116718803	1	200.335172498144	1	1
IGLL5	412.006810581427	1	371.522413142404	1	1
IGSF6	1	1	1	172.671436073593	1
IKZF3	143.02315187539	1	88.704923581144	1	114.479456780961
IL10RB	89.4054908856912	1	1	83.0886792577419	1
IL17RA	1	1	1	83.137468764206	1
IL1B	1	1	1	107.895782010201	1
IL2RB	1	1	1	1	235.393071053018
IL32	1	2267.0641045557	1	1	971.519177279767
IL4R	166.157592156675	1	140.295839967416	1	1
IL7R	1	184.541797947764	1	1	1
ILK	1	1	1	82.6992049950297	1
INPP5F	1	1	72.2458906094193	1	1
IRF2	1	1	1	73.622940693657	129.966137912294
IRF2BP2	1	1	1	153.366647344886	1
IRF8	201.611056163045	1	252.538944561347	59.5432958635876	1
IRF9	1	72.9012780796975	1	1	1
ISCA1	1	1	92.8809193710861	1	72.2813059312802
ITGAE	100.818340763656	1	169.40864835839	1	1
ITGAL	1	94.1212848189017	1	1	131.247817362668
ITGB1	1	138.123262765508	1	1	98.3407289363044
ITGB7	1	78.9766370237207	1	1	1
ITPA	1	1	83.9335389017625	1	1
JAML	1	1	1	293.522105870045	1
JCHAIN	393.157139365162	1	497.876101750076	1	1
JMJD1C	132.362128401256	1	111.470811328294	75.2806795132364	1
JUN	1	1	404.680335752662	1	1
KCNE3	1	1	1	106.920614248906	1
KCNK9	1	1	90.7707093925982	1	1
KCTD12	1	1	1	234.247589531393	1
KIAA0125	216.834262201099	1	190.521354809668	1	1
KIAA0226L	266.791904938394	1	124.869810606549	1	1
KIAA0930	1	1	1	89.2476209499503	1
KIAA1143	1	1	110.066287305952	1	1
KIAA1551	1	1	1	68.6583246877074	72.5828625609011
KIF5B	1	1	96.5301747137368	56.3311807206176	1
KLF10	1	1	1	83.4277701887855	1
KLF13	1	1	1	100.608592099708	1
KLF4	1	1	1	173.763134883349	1
KLRB1	1	192.036526417613	1	1	1761.44357937051
KLRC1	1	1	1	1	91.2058833310633
KLRD1	1	154.283493931172	1	1	806.528811902674
KLRF1	1	1	1	1	931.754173034684
KLRG1	1	182.825277871367	1	1	134.568550330451
KRCC1	102.102514278965	1	1	1	1
LACTB	1	1	1	92.6970906829045	1
LAMP1	1	1	1	88.2139065199711	126.367688004733
LAMP2	1	1	1	92.8334687991308	1
LAP3	1	1	1	335.152591353035	1
LASP1	1	1	1	98.7575004813599	1
LAT	1	183.931455554799	1	1	1
LAT2	1	1	1	124.378808826001	1
LCK	1	245.238267550145	1	1	184.34739872862
LCP2	1	76.5425999429595	1	109.193708077652	1
LEPROT	1	1	1	89.1725508132243	1
LEPROTL1	1	162.427714736335	84.8338024993362	89.6157619265328	1
LGALS2	1	1	1	1011.56343320062	1
LGALS3	1	1	1	220.93188019987	1
LGALS9	1	1	1	146.089893526997	1
LILRA1	1	1	1	102.591492802288	1
LILRA2	1	1	1	103.748562621135	1
LILRA5	1	1	1	110.256274859422	1
LILRB2	1	1	1	172.192533350487	1
LILRB3	1	1	1	141.789976404761	1
LINC00116	1	72.6160791267463	1	53.1488212478682	135.168147154766
LINC00657	1	1	1	97.7744852961656	1
LINC00861	1	88.6850527659808	1	1	132.840689094128
LINC00869	1	109.660337761404	1	1	181.446241824533
LINC00926	213.980438759583	1	237.10298998667	1	1
LINC00936	1	1	1	345.453908178861	1
LINC00998	80.4470834256658	1	1	1	1
LINC01272	1	1	1	314.69659549847	1
LINC01480	119.968636314608	1	120.727561895439	1	1
LINC01481	1	1	87.4635313473933	1	1
LIPA	1	1	1	129.590892697194	1
LLPH	1	1	85.9418582681874	83.6460752872273	1
LMBRD1	85.7728853545823	1	1	1	1
LMO2	1	1	1	83.3793840618071	1
LMO4	1	1	1	92.9363605649836	139.798994353584
LRMP	162.122390858586	1	146.611789352992	1	80.4290945771984
LRP10	1	1	1	1	106.491156134799
LRPAP1	1	1	1	62.9637479315948	110.811522709468
LRRC25	1	1	1	104.198702262908	1
LRRK2	1	1	1	196.129474732315	1
LST1	1	1	1	2404.51189325549	1
LY96	1	1	1	259.008525402789	1
LYAR	1	430.914104862976	1	1	185.152913055321
LYL1	82.6525356952655	1	1	96.0082485882616	1
LYPLA1	1	1	75.8195615639053	1	1
LYRM2	1	1	97.4643887931941	1	1
LYSMD2	1	1	1	123.657719984729	1
LYST	1	1	1	207.610300833272	136.619748915899
LYZ	1	1	1	13065.7355797989	1
MAD1L1	1	1	109.123629335666	1	1
MAFB	1	1	1	108.637521421732	1
MAGED2	80.2293506646334	1	1	1	1
MAGEF1	1	1	83.39327385243	1	1
MANF	1	111.725797498458	1	1	201.274586714237
MAP3K8	1	1	1	60.4529723186758	87.2185852847847
MAPK1	1	1	1	102.764479693194	107.929434158584
MAPK1IP1L	1	1	108.112579162273	1	69.0018709663663
MAPRE1	1	1	1	1	96.7983367272834
MARCKS	1	1	1	291.033267447275	1
MARCKSL1	1	1	1	90.1049938042793	1
MATK	1	76.3075041231038	1	1	168.685301951822
MBD2	1	1	1	110.054281793623	1
MBD4	82.8090516653278	1	1	1	1
MBP	1	102.155035973531	1	52.4155500372263	116.498896509569
MCL1	1	101.686507647529	1	401.443331042236	1
MECP2	1	84.6844591496835	1	1	86.289518364642
MED28	1	1	1	90.9781735068909	117.07621704646
MED30	1	1	216.801078016869	63.1154814335168	84.835582989178
MESDC2	1	1	1	1	98.406811434735
