"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"hsa05133","Human Diseases","Infectious disease: bacterial","hsa05133","Pertussis","23/891","63/5972",0.365079365079365,2.44697415067785,4.83461441561904,1.80596976280441e-05,9.79960641784034e-05,6.17052654072948e-05,"3725/2353/353376/4790/5970/5594/720/5599/4843/834/1432/805/3659/5595/29108/840/717/387/6300/3586/5603/3394/3689",23
"hsa05164","Human Diseases","Infectious disease: viral","hsa05164","Influenza A","39/891","137/5972",0.284671532846715,1.90803411241367,4.50225208273611,2.83007907920598e-05,0.00015108970568019,9.51367839868904e-05,"5610/581/5295/4790/5970/5604/5594/8795/356/8772/355/834/207/3123/317/4792/637/841/8743/5371/8797/578/5578/5595/3458/29108/5290/1019/7098/842/208/7514/5894/1021/3383/896/11100/6772/7132",39
"hsa05152","Human Diseases","Infectious disease: bacterial","hsa05152","Tuberculosis","42/891","152/5972",0.276315789473684,1.85202906255538,4.4555620942754,3.08383481131228e-05,0.000162023701991169,0.000102021602780256,"581/4790/5970/5594/7040/8772/2209/5599/4843/207/3123/317/1432/1509/972/4800/637/841/843/4046/7097/805/1385/5595/7421/3458/572/387/6300/3313/5289/842/208/5894/3586/5603/6772/1263/1051/7042/3689/7132",42
"hsa04914","Organismal Systems","Endocrine system","hsa04914","Progesterone-mediated oocyte maturation","29/891","91/5972",0.318681318681319,2.1359874693208,4.57252867272051,3.13680930095061e-05,0.00016223185603354,0.000102152671313852,"891/5295/3845/983/5604/5594/5599/9133/207/995/1432/3479/1017/8379/5347/3326/5566/3320/8900/5595/890/993/5290/6300/994/208/5894/5603/6197",29
"hsa05216","Human Diseases","Cancer: specific types","hsa05216","Thyroid cancer","15/891","34/5972",0.441176470588235,2.95702119231531,4.79184410622636,4.10634492943243e-05,0.000209107718714175,0.000131669035793947,"581/1647/3845/5604/5594/3265/8031/1643/4616/51426/578/5595/1499/6934/6256",15
"hsa05145","Human Diseases","Infectious disease: parasitic","hsa05145","Toxoplasmosis","31/891","103/5972",0.300970873786408,2.01728177132708,4.3607943887748,5.86794393532125e-05,0.000294286279180505,0.000185303492694355,"4790/5970/5594/7040/5599/4843/207/3123/1432/4792/841/7097/5595/6774/3458/572/240/331/6300/5606/842/208/3312/3586/5603/3912/6772/959/7042/7132/3303",31
"hsa04012","Environmental Information Processing","Signal transduction","hsa04012","ErbB signaling pathway","24/891","72/5972",0.333333333333333,2.23419378974935,4.4117550281697,6.68757659205437e-05,0.000330386246562686,0.000208034589980639,"3725/5295/6776/3845/5604/5594/5599/3265/1839/207/27/2064/5578/5595/572/5747/5290/6464/2932/208/5894/374/25/2002",24
"hsa04071","Environmental Information Processing","Signal transduction","hsa04071","Sphingolipid signaling pathway","32/891","110/5972",0.290909090909091,1.94984185287216,4.21029501291839,9.28971154549882e-05,0.000452190370817663,0.000284731096905382,"581/5295/4790/5970/3845/5604/5594/4846/4363/5599/3265/207/1432/5728/1509/637/5578/5595/6093/5290/5515/387/6300/208/4217/5894/2776/5603/56624/7132/427/6609",32
"hsa04919","Organismal Systems","Endocrine system","hsa04919","Thyroid hormone signaling pathway","30/891","102/5972",0.294117647058824,1.97134746154354,4.14327190373229,0.000122749207491525,0.000588840401154999,0.000370775638189505,"5295/3845/5604/5594/3091/3265/207/4855/8850/6513/5566/5578/5595/8648/54361/572/4851/1499/5290/2932/842/208/5894/25942/481/6772/2308/6256/7067/3066",30
"hsa05134","Human Diseases","Infectious disease: bacterial","hsa05134","Legionellosis","19/891","53/5972",0.358490566037736,2.40281218897571,4.29537500631692,0.000127533096938057,0.000603049358378527,0.000379722604417072,"4790/5970/834/317/664/4792/841/4791/7097/58484/29108/840/2919/3297/842/3312/1915/3689/3303",19
"hsa04217","Cellular Processes","Cell growth and death","hsa04217","Necroptosis","35/891","127/5972",0.275590551181102,1.84716809388725,4.04079654208905,0.000147758046905001,0.000679276576743826,0.000427720662093425,"5610/581/353376/246/6776/8795/356/8772/5599/355/5478/834/637/841/3146/8743/3326/3320/8797/8878/6774/3458/29108/9131/10059/5321/2495/331/7098/142/2752/6772/7132/92421/6609",35
"hsa04380","Organismal Systems","Development and regeneration","hsa04380","Osteoclast differentiation","35/891","127/5972",0.275590551181102,1.84716809388725,4.04079654208905,0.000147758046905001,0.000679276576743826,0.000427720662093425,"3725/2353/5295/4790/5970/5604/5594/7040/2209/5599/2274/207/1432/4792/3932/8792/4791/8878/1385/5595/3458/5290/6300/3708/208/8061/4688/5603/9020/814/6772/7046/7042/7132/1513",35
"hsa04912","Organismal Systems","Endocrine system","hsa04912","GnRH signaling pathway","24/891","76/5972",0.315789473684211,2.11660464292043,4.10218533969814,0.000174558320660751,0.000786847504841134,0.000495454940240243,"3725/3845/5604/5594/5599/3265/4313/1839/1432/2798/1958/5566/805/5578/5595/5321/6300/5606/3708/4214/5894/2776/5603/2002",24
"hsa04510","Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","42/891","163/5972",0.257668711656442,1.72704550618661,3.94087353722379,0.000175911526762066,0.000786847504841134,0.000495454940240243,"3725/5295/5604/5594/5155/5599/7057/7422/3265/207/5728/6696/3479/2064/2335/1278/5578/5595/2321/572/4638/6093/5747/1499/5290/331/387/5159/6464/3611/2324/2932/208/5894/4233/4633/3695/3912/896/2002/22801/1285",42
"hsa04213","Organismal Systems","Aging","hsa04213","Longevity regulating pathway - multiple species","18/891","51/5972",0.352941176470588,2.36561695385225,4.10113671841035,0.00023974600077807,0.00105807901676722,0.000666241517951691,"8660/5295/3845/3265/207/23411/3643/3479/5564/847/5566/5290/2309/208/3312/2308/3303/3066",18
"hsa04371","Environmental Information Processing","Signal transduction","hsa04371","Apelin signaling pathway","31/891","111/5972",0.279279279279279,1.87189209411432,3.88263136496869,0.000269094601889309,0.00115675731461508,0.000728376366016175,"3845/5054/5604/5594/4846/3265/4843/207/6696/1958/5564/5566/805/5595/4638/59/2785/3708/10365/5289/208/5894/2776/4633/4087/5327/814/4088/4208/7046/4089",31
"hsa04660","Organismal Systems","Immune system","hsa04660","T cell receptor signaling pathway","31/891","111/5972",0.279279279279279,1.87189209411432,3.88263136496869,0.000269094601889309,0.00115675731461508,0.000728376366016175,"3725/2353/5295/4790/5970/3845/5604/5594/5599/3265/207/1432/4792/3932/5595/3458/5290/84433/5515/387/1019/6300/2932/208/5777/5894/3586/5603/9020/959/1493",31
"hsa05211","Human Diseases","Cancer: specific types","hsa05211","Renal cell carcinoma","21/891","65/5972",0.323076923076923,2.16544936544937,3.95598278276519,0.000308559172977277,0.00130939854173691,0.000824490097834021,"3725/5295/3845/2113/5604/5594/7040/5155/7422/3091/3265/207/6513/5595/572/5290/208/5894/4233/7428/7042",21
"hsa04550","Cellular Processes","Cellular community - eukaryotes","hsa04550","Signaling pathways regulating pluripotency of stem cells","31/891","112/5972",0.276785714285714,1.85517877184544,3.82564709659433,0.000320289688476805,0.00134197325171927,0.000845001443283243,"5295/3845/5604/5594/3265/324/207/1432/3479/2247/4838/5595/6774/3624/9314/54361/3397/2260/1499/5290/6300/3976/2932/208/5894/4087/9869/5603/4088/6929/4089",31
"hsa04620","Organismal Systems","Immune system","hsa04620","Toll-like receptor signaling pathway","26/891","89/5972",0.292134831460674,1.95805747865673,3.8130713745265,0.000384534117754496,0.00159100991220923,0.00100181256993935,"3725/2353/353376/5295/4790/5970/5604/5594/8772/5599/207/1432/4792/6696/3663/841/7097/5595/5290/7098/6300/5606/208/5603/6772/1513",26
"hsa04064","Environmental Information Processing","Signal transduction","hsa04064","NF-kappa B signaling pathway","27/891","94/5972",0.287234042553192,1.92520954223082,3.78596878867652,0.000403596630083274,0.0016492652414514,0.00103849425284585,"1647/5743/353376/4790/5970/8740/4055/4792/3932/8792/4791/4616/4050/51588/1459/5328/84433/331/142/2919/60401/4049/3383/9020/55367/959/7132",27
"hsa04936","Human Diseases","Endocrine and metabolic disease","hsa04936","Alcoholic liver disease","30/891","111/5972",0.27027027027027,1.81150847817514,3.61373648364303,0.00061758984287575,0.00249295412185211,0.00156974055056994,"4790/5970/720/356/8772/5599/355/207/1432/23411/4792/6720/841/5564/79602/1499/717/2309/6300/2919/5606/2932/208/4217/5603/9020/2194/6934/2308/7132",30
"hsa04350","Environmental Information Processing","Signal transduction","hsa04350","TGF-beta signaling pathway","25/891","87/5972",0.28735632183908,1.92602912909426,3.64333269300421,0.000649426374742036,0.00258988108481462,0.00163077263410175,"5594/7040/7057/1874/6667/7037/4092/4838/5595/3624/3397/3458/6093/57817/5515/387/25942/4087/7027/4088/7046/7042/4089/1875/3066",25
"hsa04726","Organismal Systems","Nervous system","hsa04726","Serotonergic synapse","21/891","69/5972",0.304347826086957,2.03991606890158,3.63809665461931,0.000758412065889222,0.00298850468820634,0.00188177429882288,"5743/246/3845/5604/5594/3265/351/1843/5566/5578/1558/5595/240/2785/5321/5742/3708/5894/2776/1565/239",21
"hsa01523","Human Diseases","Drug resistance: antineoplastic","hsa01523","Antifolate resistance","11/891","27/5972",0.407407407407407,2.73068129858253,3.77407775614628,0.00100439205657262,0.00391122083206513,0.00246278176100778,"4790/5970/4363/6573/9429/7298/8836/1244/10257/239/1719",11
"hsa04928","Organismal Systems","Endocrine system","hsa04928","Parathyroid hormone synthesis, secretion and action","24/891","85/5972",0.282352941176471,1.8924935630818,3.47020656968475,0.00108695351415724,0.00418350713007031,0.0026342325067703,"2353/5604/5594/632/6667/1839/1958/5566/5578/1385/5595/7421/6446/2260/387/3708/409/5894/2776/860/1386/4208/6256/4929",24
"hsa04932","Human Diseases","Endocrine and metabolic disease","hsa04932","Non-alcoholic fatty liver disease","34/891","136/5972",0.25,1.67564534231201,3.33747783363471,0.00126285458144974,0.00480465363746971,0.00302535035846399,"3725/8660/2353/581/5295/4790/5970/7040/356/5599/355/207/1432/637/3643/6720/841/5564/10018/79602/1050/4296/840/5290/6300/2932/3570/208/4217/5603/1649/9167/6256/7132",34
"hsa05144","Human Diseases","Infectious disease: parasitic","hsa05144","Malaria","14/891","40/5972",0.35,2.34590347923681,3.57627684191507,0.00127832322899402,0.00480823850905706,0.00302760764761742,"3043/7040/7057/7097/6382/3458/3039/4035/4233/3586/3383/959/7042/3689",14
"hsa04664","Organismal Systems","Immune system","hsa04664","Fc epsilon RI signaling pathway","18/891","58/5972",0.310344827586207,2.0801114594218,3.46122395334508,0.00138189807652074,0.00513941868908275,0.00323614215435962,"5295/3845/5604/5594/5599/3265/207/1432/5578/5595/240/5321/5290/6300/5606/208/5894/5603",18
"hsa04014","Environmental Information Processing","Signal transduction","hsa04014","Ras signaling pathway","41/891","174/5972",0.235632183908046,1.5793438858573,3.2475790921,0.00147776271809421,0.00543488288543538,0.00342218734716554,"5295/4790/5970/3845/2113/5604/5594/356/5155/5599/7422/3265/207/27/3643/3479/2247/5566/805/5578/5595/2321/2260/572/2785/5321/5290/4763/387/5159/6464/2324/208/11186/5894/4233/8315/11145/25/2002/3815",41
"hsa04148","Cellular Processes","Transport and catabolism","hsa04148","Efferocytosis","34/891","141/5972",0.24113475177305,1.61622529471229,3.10073996577692,0.00242898927104711,0.00883511482106148,0.00556321429343353,"5743/246/5604/5594/7040/7057/3091/834/1432/23411/4953/1847/6513/4240/1385/5595/19/6446/1846/240/5747/840/6300/682/4035/5777/6566/558/3586/5603/575/6256/1051/84868",34
"hsa05321","Human Diseases","Immune disease","hsa05321","Inflammatory bowel disease","16/891","52/5972",0.307692307692308,2.0623327289994,3.22173021616441,0.00276672031919875,0.00995417853972592,0.00626785610070197,"3725/4790/5970/7040/4094/3123/3566/7097/6774/3458/3586/4087/6772/4088/7042/50943",16
"hsa05143","Human Diseases","Infectious disease: parasitic","hsa05143","African trypanosomiasis","10/891","26/5972",0.384615384615385,2.57791591124924,3.37633761530091,0.00283177190210669,0.0100786720386808,0.00634624602849037,"3043/356/355/5578/4878/3458/3039/2776/3586/3383",10
"hsa04658","Organismal Systems","Immune system","hsa04658","Th1 and Th2 cell differentiation","22/891","82/5972",0.268292682926829,1.79825353809094,3.04774004292712,0.00348607889378152,0.0122754480195924,0.00772949183615611,"3725/2353/4790/5970/6776/5594/4094/5599/3123/1432/4792/3932/3566/5595/3458/4851/9794/6300/5603/3714/6772/3559",22
"hsa04630","Environmental Information Processing","Signal transduction","hsa04630","JAK-STAT signaling pathway","27/891","108/5972",0.25,1.67564534231201,2.96702683521287,0.00384772007221266,0.0134062667779199,0.00844153544928649,"5295/6776/5155/3265/207/4170/3566/3575/6774/3458/51588/8554/5290/5159/3976/3570/208/5777/5894/3589/2688/3586/10401/896/6772/3559/3600",27
"hsa05231","Human Diseases","Cancer: overview","hsa05231","Choline metabolism in cancer","21/891","79/5972",0.265822784810127,1.78169884498998,2.92868447835143,0.0047959518113222,0.016536042182788,0.0104122638008969,"3725/2353/1119/5295/3845/5604/5594/5155/5599/3091/6667/3265/207/5578/5595/5321/5290/5159/7248/208/5894",21
"hsa04929","Organismal Systems","Endocrine system","hsa04929","GnRH secretion","15/891","50/5972",0.3,2.01077441077441,3.00533458632509,0.00484626840663533,0.0165372664185185,0.0104130346664546,"5295/3845/5604/5594/3265/207/6696/5578/5595/5290/3708/409/208/5894/2776",15
"hsa04650","Organismal Systems","Immune system","hsa04650","Natural killer cell mediated cytotoxicity","25/891","100/5972",0.25,1.67564534231201,2.85307740198576,0.0053020147118597,0.0179078252002608,0.0112760355848359,"5295/3845/5604/5594/8795/356/355/3265/3932/637/3133/8743/8797/4068/5578/5595/3458/5290/6464/5777/5894/3383/3106/3689/3105",25
"hsa04931","Human Diseases","Endocrine and metabolic disease","hsa04931","Insulin resistance","23/891","90/5972",0.255555555555556,1.7128819054745,2.85340965410999,0.00550563583724224,0.0184077319406786,0.011590812288931,"8660/5295/4790/5970/4846/5599/207/5728/4792/3643/6720/5564/6513/183/1385/6774/5290/2932/208/6197/5524/2308/7132",23
"hsa05146","Human Diseases","Infectious disease: parasitic","hsa05146","Amoebiasis","20/891","75/5972",0.266666666666667,1.78735503179948,2.87325033008185,0.00562013623545622,0.0186026509393601,0.0117135471012666,"5295/4790/5970/7040/4843/5566/7097/2335/1278/5578/3458/5747/5290/2919/2776/3586/3912/7042/3689/1285",20
"hsa04923","Organismal Systems","Endocrine system","hsa04923","Regulation of lipolysis in adipocytes","12/891","38/5972",0.315789473684211,2.11660464292043,2.89138049390232,0.00722671420942664,0.0236835881516853,0.0149128651742207,"8660/5743/5295/207/153/3643/5566/4878/5290/5742/208/11145",12
"hsa05135","Human Diseases","Infectious disease: bacterial","hsa05135","Yersinia infection","30/891","129/5972",0.232558139534884,1.5587398533135,2.6864227188126,0.00739111635196591,0.0239848971813796,0.0151025906882276,"3725/2353/5295/4790/5970/5604/5594/5599/834/207/1432/4792/3932/2335/58484/5595/29108/6093/5747/5290/387/6300/5606/2932/4210/208/2776/3586/5603/6197",30
"hsa05168","Human Diseases","Infectious disease: viral","hsa05168","Herpes simplex virus 1 infection","35/891","158/5972",0.221518987341772,1.48474903749165,2.58580502651477,0.00894155464239862,0.0287345105498441,0.0180932837935097,"5610/581/5295/4790/5970/356/8772/355/207/8740/3123/317/4792/972/637/841/3133/5371/7097/1616/578/3458/572/5290/7098/7248/842/208/4049/6428/3106/6772/7132/3105/567",35
"hsa05323","Human Diseases","Immune disease","hsa05323","Rheumatoid arthritis","19/891","73/5972",0.26027397260274,1.7445074796673,2.6799647848114,0.00903609699526325,0.0287591163983859,0.0181087773791713,"3725/2353/7040/7422/3123/8792/7097/4050/2321/3458/1514/2919/3589/3383/7042/3689/1493/3600/1513",19
"hsa04710","Organismal Systems","Environmental adaptation","hsa04710","Circadian rhythm","10/891","30/5972",0.333333333333333,2.23419378974935,2.83769327243536,0.00913345981379572,0.0287921447463465,0.0181295743672336,"9575/5187/8553/5564/1628/79365/9572/1385/4783/8864",10
"hsa04910","Organismal Systems","Endocrine system","hsa04910","Insulin signaling pathway","27/891","115/5972",0.234782608695652,1.57364953886693,2.60103231056936,0.00941186580893363,0.0293898828561984,0.0185059526332558,"8660/5295/3845/5604/5594/5599/3265/207/3643/6720/5564/5566/805/5595/1977/572/5290/2319/6464/7248/2932/208/5894/2194/2002/2308/3099",27
"hsa05132","Human Diseases","Infectious disease: bacterial","hsa05132","Salmonella infection","48/891","232/5972",0.206896551724138,1.38674097294787,2.51591533287863,0.00967823784975421,0.02993922175952,0.0188518553295753,"3725/2353/581/4790/5970/10381/5604/5594/8795/8772/5599/3265/834/207/1432/4792/841/8743/3326/7097/5420/3320/8797/578/58484/5595/7295/4646/7280/29108/26999/840/1499/5290/6281/387/6300/5606/5289/208/5894/7184/4633/5603/1778/6934/388/7132",48
"hsa04015","Environmental Information Processing","Signal transduction","hsa04015","Rap1 signaling pathway","35/891","159/5972",0.220125786163522,1.4754109932307,2.54422438520197,0.00987679199084977,0.0302705384164007,0.0190604757718153,"5295/3845/5604/5594/5155/7057/7422/3265/207/1432/3643/3479/2247/805/5578/5595/2321/3397/2260/1499/5290/387/5159/2149/6300/5606/2324/208/5894/4233/2776/5603/1500/3689/3815",35
"hsa04920","Organismal Systems","Endocrine system","hsa04920","Adipocytokine signaling pathway","15/891","55/5972",0.272727272727273,1.82797673706765,2.58307184212202,0.0124682495374041,0.0375250740833084,0.0236284454396408,"8660/4790/5970/5599/5443/207/4792/5564/6513/6774/79602/6794/208/6256/7132",15
"hsa05130","Human Diseases","Infectious disease: bacterial","hsa05130","Pathogenic Escherichia coli infection","36/891","167/5972",0.215568862275449,1.44486784007742,2.4416079199055,0.0124705684264771,0.0375250740833084,0.0236284454396408,"3725/2353/581/4790/5970/10381/5594/8795/356/8772/5599/355/834/1432/4792/841/8743/8797/578/5595/4646/7280/29108/26999/6093/840/100506658/387/2149/6300/842/5777/5603/25/49861/7132",36
