	J1_p1_rep1_auto	J1_p1_rep2_auto	J4_p1_rep1_auto	J4_p1_rep2_auto	J8_p1_rep1_auto	J8_p1_rep2_auto	J11_p1_rep1_auto	J11_p1_rep2_auto	J14_p1_rep1_auto	J14_p1_rep2_auto	J1_p2_rep1_auto	J1_p2_rep2_auto	J4_p2_rep1_auto	J4_p2_rep2_auto	J8_p2_rep1_auto	J8_p2_rep2_auto	J11_p2_rep1_auto	J11_p2_rep2_auto	J14_p2_rep1_auto	J14_p2_rep2_auto	J1_p3_rep1_auto	J1_p3_rep2_auto	J4_p3_rep1_auto	J4_p3_rep2_auto	J8_p3_rep1_auto	J8_p3_rep2_auto	J11_p3_rep1_auto	J11_p3_rep2_auto	J14_p3_rep1_auto	J14_p3_rep2_auto
RAD52	14.4250016763185	13.9871305078698	12.8590056391066	12.6808568609163	9.6954530029324	10.4197538247251	5.69789521883518	4.34650849176023	6.82428757280622	6.5291028810536	8.78278194070116	10.0813024133568	9.23645262228592	8.21440980440778	6.52933974507776	6.55464995875826	6.40876982482019	6.54262912847638	8.69415692715954	7.03058721702246	5.62260013476886	4.83733077654666	4.0703558974292	4.97372959010587	4.5658663243632	4.99065626965998	5.00868250860211	5.32521613958279	4.87618522763027	6.94310900140247
MYH16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BAD	24.8717603631544	26.2249309686647	22.3076958243418	21.1112334346547	20.492449642222	23.0498256416313	24.51466095355	26.4420306490754	24.1422032726411	28.5256504873232	27.2028867676852	24.2213109931299	21.4333067260737	20.7194159857225	25.4770254860131	23.8056081748424	24.3845876261451	23.9698139888725	19.2532957520274	22.4286147907783	26.4821037932897	25.6416471006201	23.935172806301	22.5340401837449	21.1158843049947	24.8727711523189	20.2237369215255	24.0064179195708	24.8439517267228	20.6759012296886
LAP3	34.4161724777381	33.9821559989857	35.0273955690248	36.1743003164076	35.5499943440855	33.9750483753006	32.5521464819372	33.9397577973618	31.480884381086	33.5952020970576	36.3654646842005	35.873725470906	35.5840258076528	25.7416679335802	59.4513566262344	46.5184485879038	77.6346913738381	41.9323048688713	40.0613113310293	35.8299555948997	37.6439935852208	36.6593793163781	33.8949636549559	31.6187095371016	34.7115181933912	34.5461931845841	25.7521883696995	27.8714941499132	25.5681712370526	26.8579777468886
CD99	119.398247570832	135.41232052082	123.466546331735	131.065666146399	130.635521384892	128.362499245018	167.128103076529	180.61129966825	166.869262961181	176.345133269184	125.522570006561	118.662602865442	110.00851905261	104.303901237364	120.162761273449	124.734010409206	129.790614907537	134.956595386481	122.343267086108	126.498491482575	197.85381327897	206.961877537741	229.864098498457	223.259555784446	230.0505868267	228.746544702444	232.336715988647	230.830941534335	234.523308643678	164.128323028275
HS3ST1	34.2593789812564	35.9065598608067	31.645209189989	31.4981102755061	25.8934789034138	25.2734454472056	24.5283724661087	20.9464717741211	23.5935168346265	24.1576806598983	38.264444563271	34.433539411855	19.1834016001323	18.9122458287528	19.3016446850106	21.7673076988614	17.4547796041851	19.3899735989391	16.422296417968	18.644075731067	9.7024136471926	10.8602818414626	8.39973444287663	10.0997162084803	6.8989142409365	10.8810749719806	6.42623416198007	9.36207353571814	7.16587220408274	7.24792842097624
AOC1	0.0391983741204306	0.0938733591132201	0.167434969259201	0.132345001157589	0	0.166272667415827	0	0.0924789040800049	0	0	1.37676041232613	0.698272028630773	0.118416059260076	0.095516393074509	0	0.0978305963993771	0	0.0594784466225125	0.113649110158948	0	0	0	0.0740064708623492	0.0507523427561823	0.043389397741739	0	0	0	0	0
WNT16	25.9101252936046	24.9233768445599	25.550576308954	24.130905211067	22.8174114848128	21.11662876181	14.3716964967055	13.2244832834407	26.1654845128198	26.7099663315829	5.31714366139746	5.19339821294138	12.7889344000882	10.697836024345	7.61756303592405	7.92427830834954	7.24243094024395	6.30471534198633	8.23956048652375	7.39513618383104	17.7591882305504	19.8709960330691	18.9456565407614	18.2200910494694	21.781477666353	17.419478766803	20.6962541393182	20.6566851866074	23.7449019780256	32.0737767040397
HECW1	0.431182115324737	0.37549343645288	0.0669739877036803	0.220575001929314	0.116812686782318	0	0.0507833798470159	0.0462394520400025	0.0342929023759106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAD1L1	95.6440328538507	99.2673223278657	82.8297444225881	85.9863118521008	77.0574357140691	76.5691175872129	88.0075972748785	97.8426805166452	90.680035894573	90.5301663294598	57.49161583886	64.460109483014	53.6424748448144	56.2113973243486	61.7996279380606	57.7689671738322	55.1065628441023	64.3556792455585	59.9499056088452	58.6444715062567	107.602852920611	106.925402830641	120.690122714673	127.337627975261	101.94772893399	97.9618788262178	100.551663946276	113.517718338069	117.711959427208	68.5078258609602
LASP1	324.95452145837	307.341377736683	273.488278787979	274.615877401996	310.449183905141	314.033644526025	303.583044725461	323.075051403497	330.000599563388	312.031762233625	314.993287440823	321.745421152309	255.956312090654	253.643781809359	340.384790394712	310.535835702831	308.246197427937	270.032147666207	254.574006756044	239.248279074083	395.844763146593	405.576988245363	335.915371244203	353.388562611297	322.253057027896	327.359336264654	300.095685020113	309.16315313594	275.949682273198	212.967167808872
SNX11	34.2593789812564	35.3433197061274	40.8876194930968	43.7179653823901	46.764012275188	45.2261655371048	43.2674396296575	41.0606334115222	38.7852725871549	42.0236803616905	27.0604632767549	26.4470530843905	23.6832118520152	24.6432294132233	37.4005162590858	36.441897158768	30.2202154341115	26.111038067283	23.9799622435381	22.1854085514931	44.3636864292128	44.8638717118935	29.7135980512332	32.4814993639567	32.585437704046	36.2051911623749	32.8399466365893	32.2519138776345	33.6244772653113	37.6621327295588
TMEM176A	0.431182115324737	0.750986872905761	1.43994073562913	0.970530008488983	1.63537761495245	1.0530602269669	1.21880111632838	1.75709917752009	1.20025158315687	1.00904317252647	1.42423490930289	1.57111206441924	1.18416059260076	2.00584425456469	2.00462185155896	1.2717977531919	1.30259549284963	1.48696116556281	1.13649110158948	0.572862662127756	1.02852441489674	2.18154133059947	0.777067944054666	0.558275770318005	0.173557590966956	0.487940581703166	0.330762052454856	0.214726457241242	0.466417717425504	0.169344121985426
M6PR	152.718825491904	151.778201948619	146.773159182677	143.905778158708	129.551889027175	133.108475415291	116.300541689046	118.010479918413	131.566777539324	131.439150762912	156.307882316113	147.262952318123	141.712050598311	140.063806058564	133.413884461354	136.551946454251	136.035257700258	125.949179429968	124.004817076632	130.230952118456	158.574465874063	164.07230073004	158.863770482536	156.768404016144	146.132454336335	152.799081100928	148.007985680846	158.271436009203	141.342377056411	147.708378272324
KLHL13	0	0.0938733591132201	0.0669739877036803	0.0441150003858629	0	0	0.0507833798470159	0	0.0342929023759106	0	0.047474496976763	0.0436420017894233	0	0.143274589611764	0.0572749100445418	0	0.0521038197139853	0.0594784466225125	0.0568245550794741	0	0.0342841471632247	0.0474248115347712	0.0370032354311746	0.0507523427561823	0	0.0975881163406332	0	0	0	0
CYP26B1	0	0	0	0.0441150003858629	0	0	0	0	0	0	0	0	0	0	0	0.0489152981996885	0	0.118956893245025	0	0	0	0.0948496230695423	0	0	0	0	0	0	0	0
ICA1	0.313586992963445	0.37549343645288	0.301382944666562	0.352920003086903	0.155750249043091	0.110848444943884	0.457050418623143	0.0924789040800049	0.171464511879553	0.237421922947404	0.617168460697919	0.52370402147308	0.651288325930417	0.477581965372545	0.630024010489959	0.489152981996885	0.625245836567823	0.832698252715175	0.738719216033164	0.572862662127756	0.137136588652899	0.189699246139085	0.222019412587048	0.0507523427561823	0.173557590966956	0.195176232681266	0.189006887117061	0.214726457241242	0.212008053375229	0.237081770779597
DBNDD1	15.6009528999314	17.695128192842	13.4617715284397	14.8667551300358	13.5502716667489	14.6874189550647	17.5710494270675	18.264583555801	16.7349363594444	14.7795147034759	1.32928591534936	1.00376604115674	1.89465694816121	1.5760204857294	1.20277311093538	1.12505185859284	1.25049167313565	1.48696116556281	1.70473665238422	1.19780374808531	83.1047727236568	87.4987772816528	100.870819785382	106.427662759714	97.4091979302041	91.7328293601952	96.2990089861425	111.958374805583	105.961625076939	53.4450048986005
ALS2	21.6375025144777	18.3053050270779	17.815080729179	18.1753801589755	17.7944659531731	16.4055698516949	13.7622959385413	10.2651583528805	13.0655958052219	12.1085180703176	13.3403336504704	14.4018605905097	11.6047738074874	9.69491389706267	12.6577551198437	11.935332760724	11.6191517962187	8.62437476026432	11.6490337912922	10.20737107064	11.8623149184758	11.808778072158	9.13979915150012	9.08466935335663	8.76465834383128	10.1003700412555	12.0019373319334	10.9510493193033	8.26831408163393	11.9895638365682
CASP10	5.17418538389684	5.49159150812338	3.18126441592482	3.26451002855385	3.2707552299049	2.05069623146186	1.77741829464556	1.99014601580171	1.95469543542691	1.66195346063183	2.80099532162902	2.35666809662886	2.30911315557148	2.05360245110194	2.11917167164805	1.2722869061739	2.39677570684332	1.54643961218533	1.98885942778159	1.97898010553225	0.788535384754169	0.995921042230195	0.592051766898793	1.01504685512365	0.824398557093041	0.536734639873482	0.614272383130448	0.901851120413215	0.424016106750458	0.509387118932162
CFLAR	339.063976223019	292.052223737912	312.810046448563	299.32601256813	394.960826538412	388.91897423454	276.437804695836	239.429732241214	273.505786331265	246.541299007814	126.070900446643	145.940163243885	118.569408056818	102.566935629304	161.424179218637	143.265571132158	157.635417200888	140.495823120435	153.39788643704	110.119306403865	128.004320373031	117.015031484664	117.4097858937	113.588310799184	121.962390324299	120.331514794399	134.08857347911	121.77824514814	102.839594482936	139.630324965375
TFPI	0.117595122361292	0.04693667955661	0.0669739877036803	0	0.0389375622607727	0.0554242224719422	0	0.0924789040800049	0.0685858047518213	0.0593554807368509	0.142423490930289	0.174568007157693	0	0	0	0.0489152981996885	0	0	0	0.104156847659592	0.0342841471632247	0	0	0	0	0	0	0	0	0
NDUFAF7	13.6900321615604	16.6597050418232	15.9197168771648	15.9166921392193	14.0132392820295	14.6624780549523	6.98017555997233	6.60900488007755	6.60412713955287	7.53814605358007	6.88617578647948	9.00465422921171	7.07476746049323	6.59158628607187	7.18284646868598	7.2404424395179	7.67072433829291	7.18975462772931	7.26899708576633	7.50970871625659	8.44727101954694	6.98282925037971	8.05005386805203	6.89572081028249	7.32022529300879	7.96270235281396	9.97578350203847	7.64168516030131	5.87516717513434	8.21251253980522
RBM5	254.657333262013	255.257152533099	256.740763422796	242.073565067357	195.838805644292	211.678961675965	115.714501485612	94.9712105449611	98.9398243608348	105.477657043421	94.1210387262513	122.901114079231	100.918902343807	105.058480742652	68.5649403125218	68.2798864509812	66.1478832796929	69.1264454491503	92.3967265592249	73.9633398757912	116.026810720087	84.5565419740356	79.4111634294265	91.6749717673472	82.448099694875	92.7487216513012	109.472789018202	95.6670784946904	77.9909785790387	108.8533855475
MTMR7	2.09593706421943	2.05207163021499	2.54936484194059	2.69233847354921	2.01151446639152	2.68752054766448	1.56869860347432	1.18511715578526	1.14538293935542	1.48922901168759	1.07529735652368	1.65490470785493	1.29191920652743	1.26224913447964	1.22511032585275	1.01499243764354	1.53602060516829	0.988531782866158	1.35185616534069	1.64724054573645	1.31993966578415	1.12871051452755	1.32878618433348	0.9744449809187	1.53641857403498	1.8653968438512	1.05891108507333	1.3532061335343	2.00517216882292	1.95660198541961
SLC7A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARF5	83.2114845340737	89.2660546479432	87.7647227065338	90.2592907894754	83.7157588606613	89.562772303535	93.8471781234869	104.639879966526	92.0311762481838	102.210137828857	107.149939676554	97.9326520154659	79.2795516746208	80.0814215356337	92.5442269008701	89.6617416000291	92.5363838120379	103.968324696152	90.7488144619202	91.9590392301772	111.241086617572	115.479416087168	107.133617382108	107.493461957594	100.967128545027	107.93245667274	105.177134991249	100.491981988901	111.940252182121	100.793621405726
SARM1	37.2917652032129	38.319574556812	36.0293264250719	37.0420423739975	41.2263121704609	35.6084002115487	28.2304808569561	28.3443217060011	28.254951054584	24.1030736176204	27.5409051861598	26.1908745338866	16.9992173870802	13.8279082253967	23.7673694211835	21.7237730834637	20.8649746044654	19.8681803097841	21.8888186166134	15.9755772940282	20.1532502269584	16.1803971994332	15.5487595281796	22.7639482964304	19.5629777598179	19.8855304667308	19.6510460535608	18.8723083269327	14.9079822972393	14.5429345078644
POLDIP2	63.152892529167	65.5860304448379	73.6134539746847	76.4561483187428	71.1089443274909	77.5800554051011	85.583198720982	82.7071206803912	77.8668358508377	84.5685018442505	69.6678748234602	68.9369060265731	58.1837307174383	56.6851586339981	83.2949016777771	82.7265306212773	69.9863716780222	64.6114365660354	57.0433296165301	58.1434770690141	89.3702006177361	89.9719812031911	82.1849259573474	87.5919457926123	82.5235972469457	87.684386353804	77.2041156979236	77.2843464902677	77.7755783968095	67.766098606664
PLXND1	260.747584649105	246.933871147325	133.881001419657	138.653446212767	130.674458947153	128.69504457985	132.290704501476	130.580212560967	130.107271614205	128.92010416044	154.624436653317	167.105224851702	88.3975882376466	89.3078275246659	44.9035294749207	39.9148833309458	55.8552947333922	51.6867701149634	99.3293222789208	88.1166931200149	51.9061988051223	46.2391912464019	56.9109760931465	61.81635347703	75.974835445785	63.5786577959225	85.8563784729249	112.903171217445	102.866307497661	87.1444851737003
AK2	152.115170530449	160.007140608484	165.52520599983	165.497423947565	144.068980364859	140.999221968621	138.833635160966	140.667811418014	120.893454603845	125.510131792108	118.854776906175	109.316231762219	104.358888865312	102.356321982575	162.192235762334	160.621697239371	125.655134736838	122.03966113347	112.34214539212	109.186581833074	144.464139426095	145.146955438975	156.500003803193	146.768162399466	154.403341333865	158.603622260869	142.681771601887	143.045612379141	117.395219395466	139.329231116485
CD38	3.21426667787531	3.66106100541558	1.54040171718465	1.49991001311934	0.973439056519317	1.16390867191079	0.660183938011206	0.416155068360022	0.480100633262749	0.593554807368509	0.189897987907052	0.610988025051927	0.236832118520152	0.238790982686273	0.630024010489959	0.146745894599066	0.468934377425868	0.71374135947015	0.68189466095369	0.364548966808572	0.342841471632247	0.284548869208627	0.370032354311746	0.456771084805641	0.086778795483478	0.243970290851583	0.0945034435585304	0.128835874344745	0.0848032213500916	0.0338688243970852
FKBP4	76.0448457936354	77.7707924577339	81.2049554808969	81.3383554114463	74.1371185445112	74.6442343407623	77.9524880651694	80.6878438098043	94.8884608741447	98.6488089846462	86.1524444087016	76.3298611297014	68.082129110988	70.8225399729562	108.993581065663	112.287023629313	74.504814923619	64.7125499252936	74.4924457447842	84.7315955710781	45.4590649310778	44.2947739734763	60.4632866945393	63.4896582177014	56.7099428484529	61.0901608292364	52.73292150566	61.1970403137539	62.8815886310929	57.0459383084986
KDM1A	95.1736523644056	93.0754355607577	88.9079686766356	82.0097857173191	89.3617053884733	92.2813304157838	87.1950631973263	84.3407605209645	85.4236198183934	83.1570285123281	81.5137113091021	81.0868393247485	66.5498253041626	68.0076718690504	73.5409844971916	65.7910760785811	67.109719791613	71.374135947015	76.7699739123696	70.7745779846928	57.5287989398911	57.2891723340036	59.4271961024664	56.3351004593624	59.356696110699	60.2118677821707	63.5535657931117	64.332046589476	55.8005196483603	54.6642825768956
RBM6	158.876498082482	167.786425878196	168.873235645137	167.48392241494	155.481190487869	163.984755512185	78.8665889024157	69.0035966738161	81.7542792641709	82.8602511086439	69.5857439436904	78.9047392352774	72.4114202375364	72.4491841470151	84.0091198060325	78.6557995050992	77.3887613447881	75.5400063484558	78.020114124118	62.2857949004361	57.336807715777	37.7501499816779	50.5464195989845	45.3218420812708	43.562955332706	46.9886780180149	51.7406353482954	52.0067479438287	39.5344137611992	40.8308999401501
CAMKK1	16.4633171305809	22.1071760711633	12.2897267436253	11.249325098395	11.3697681801456	12.8584196134906	12.0356610237428	11.6523419140806	7.37297401082079	6.70716932326415	22.028166597218	24.7013730128136	3.78931389632243	4.44151227796467	7.90393758614676	7.04380294075515	8.02398823595373	7.6132411676816	10.0579462490669	9.26995944170369	6.03400990072755	3.98368416892078	6.77159208390495	8.57714592579481	7.98364918447998	7.27031466737717	10.0646167389835	8.50316770675317	5.97862710518146	4.36907834722399
RECQL	94.1831094503823	90.933245505794	75.8540687333113	76.3110099674733	66.8577412798597	66.127194073499	52.7431104753122	46.7767544727073	59.9494802174719	61.3337989098102	70.9701002755328	74.8311947882526	66.028202563122	66.3786397851647	74.9573930225931	73.0799446633167	67.3223033760461	69.4517925521754	69.637355758794	59.6261497954484	33.1904828687179	28.584830904468	30.7385876726767	25.518785461236	27.3110225145602	23.9788640066387	27.8676479537572	27.115657020424	26.9093341827043	39.7244054470973
VPS50	31.9858732822714	29.2415513637681	24.713401462658	23.4691802052791	21.7271597415112	23.2227492157438	14.1685629773174	13.8718356120007	18.1752382592326	16.7976010485288	25.2089578946612	27.8435971416521	23.6832118520152	20.2017171352587	18.5570708544315	18.6367286140813	15.3706268156257	15.6428314617208	16.9337174136833	16.1963898110666	20.4676358564452	19.064774236978	16.4664397668727	14.3629129999996	13.624270890906	16.1508332543748	16.0655854049502	12.969478017371	13.6957202480398	19.2036234331473
HSPB6	0	0	0	0	0.0389375622607727	0.0554242224719422	0	0	0	0	0	0	0	0.0477581965372545	0.114549820089084	0	0	0	0	0	0	0	0	0	0.086778795483478	0	0	0	0	0
ARHGAP33	8.46449690756579	10.5081838191339	15.9676032783729	14.3753140257373	10.9332781072024	14.8403898090872	4.46131991956034	3.00556438260016	2.9148967019524	2.67099663315829	2.04140337000081	2.26938409305001	2.36832118520152	3.05652457838429	2.69192077209346	2.87524122817769	2.91781390398318	2.73600854463558	4.43231529619898	2.6039211914898	3.11985739185345	1.23304509990405	2.51622000931987	2.43154474144869	1.90913350063652	2.53729102485646	3.87464118589975	2.31561011488955	1.27204832025137	1.08380238070673
NDUFAB1	23.0486439828132	25.5804903583525	27.0909780261387	29.8217402608433	23.5182876055067	24.6083547775423	25.442473303355	26.3102482107614	25.8225554890607	25.4041457553722	24.0695699672189	24.0903849877617	24.2160841186855	22.4463523725096	38.1450900896648	37.1267113335636	29.5428657778297	29.0849603984086	22.5593483665512	26.2475256102172	30.1700495036378	29.7827816438363	33.8579604195247	32.8875181060061	33.2796680679138	36.9858960931	29.1070606160274	29.0739623104641	27.9426614348552	35.4945279681453
PDK4	1.72472846129895	1.4081003866983	0.133947975407361	0.176460001543452	0.194687811303863	0.166272667415827	0.457050418623143	0.277436712240015	0.651565145142302	0.296777403684255	6.26663360093272	5.978954245151	2.90119345187186	3.05652457838429	0.229099640178167	0.440237683797197	0.833661115423765	0.654262912847638	1.36378932190738	0.572862662127756	0.719967090427719	0.853646607625881	0.518045296036444	0.609028113074188	0.477283375159129	0.341558407192216	0.0945034435585304	0.171781165792993	0.381614496075412	0.812851785530045
SLC22A16	0	0	0	0	0	0	0	0	0	0	0	0.13092600536827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
